track_name,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness
Ciudad Tranvia,0.553,0.779,0.874,149.368,-6.997,0.0304,0.635,0.0685,0.0832
Hurt Somebody (With Julia Michaels) [Alex Adair Remix] - Alex Adair Remix,0.723,0.868,0.805,119.991,-3.778,0.223,0.0,0.0881,0.0888
HUMBLE.,0.908,0.621,0.421,150.011,-6.638,0.000282,5.39e-05,0.0958,0.102
The Memory,0.439,0.742,0.592,151.88,-7.518,0.163,1.94e-05,0.139,0.0344
Dopeman,0.537,0.921,0.973,98.029,-2.977,0.0367,0.0,0.0517,0.0591
I Don't Wanna Be Alone Tonight,0.086,0.859,0.347,200.767,-4.781,0.000194,0.00882,0.141,0.0861
Te Voy A Recordar,0.763,0.692,0.431,89.979,-7.054,0.158,0.0,0.127,0.122
One Eye Open - Trentemøller Remix Hbt Edit,0.34,0.819,0.114,190.012,-8.884,0.0307,0.258,0.101,0.306
SUMMER SALT (with Bari),0.62,0.643,0.15,155.894,-6.597,0.278,0.0,0.156,0.301
Les Yper-Sound,0.703,0.58,0.968,154.653,-10.025,2.66e-05,0.838,0.17,0.0489
I Can't Wait,0.286,0.806,0.109,83.393,-1.949,0.696,0.54,0.156,0.0344
Dirty Work,0.631,0.354,0.522,73.007,-11.112,0.795,0.000107,0.0879,0.0313
Deep Inside of You - 2008 Version,0.502,0.591,0.169,81.782,-4.522,0.00585,1.9e-05,0.0725,0.0242
Ketto,0.635,0.784,0.31,95.011,-7.718,0.337,0.917,0.152,0.0312
"Verdi: Macbeth, Act 1: ""Nel dì della vittoria ... Vieni t'affretta"" (Lady Macbeth, Chorus)",0.322,0.201,0.0871,84.029,-12.741,0.962,3.59e-05,0.159,0.0459
Primadonna,0.66,0.689,0.427,127.98,-2.671,0.0884,0.0,0.0922,0.0337
"Under the Stars - From ""The Lion King""/Score",0.297,0.171,0.112,108.469,-20.747,0.624,0.515,0.109,0.0473
Old English,0.809,0.801,0.744,81.94,-5.461,0.0408,0.0,0.353,0.407
The Equations of Beauty: II. E,0.418,0.103,0.228,98.118,-21.874,0.99,0.964,0.11,0.063
Ridin High,0.687,0.729,0.259,140.004,-6.916,0.00481,0.000435,0.123,0.0308
¡ Ay ! este azul,0.398,0.188,0.191,102.45,-17.395,0.926,0.0,0.109,0.0362
Higher Love,0.373,0.114,0.173,127.545,-17.951,0.964,0.000498,0.111,0.0476
Antes - Remix,0.715,0.811,0.956,163.993,-4.482,0.31,0.0,0.299,0.0918
The Wind Blow East,0.771,0.351,0.497,133.953,-13.14,0.932,0.587,0.277,0.0423
Kiss Goodbye,0.18,0.143,0.102,92.45,-18.302,0.958,0.596,0.0774,0.0349
BiPolar (feat. Quavo),0.747,0.569,0.167,157.056,-6.679,0.144,0.0,0.18,0.146
How Deep Is The Love,0.375,0.507,0.0588,133.929,-6.606,0.11,4.13e-06,0.107,0.0285
Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE) - Banx & Ranx Remix,0.72,0.867,0.525,123.959,-4.221,0.151,0.0,0.752,0.106
Sunrise,0.546,0.695,0.182,79.932,-6.374,0.011,0.0,0.0713,0.0454
End of Our Days,0.389,0.361,0.237,113.507,-11.843,0.875,0.00229,0.133,0.0334
Dirty Laundry,0.618,0.956,0.487,97.993,-3.297,0.000361,6.74e-05,0.349,0.0496
Are You Ready For Love - '79 Version Radio Edit,0.815,0.664,0.73,116.53,-6.915,0.227,0.00147,0.108,0.0326
Mi Gente - Hugel Remix,0.95,0.687,0.695,119.986,-4.501,0.0489,0.000308,0.0755,0.182
Spiderbite,0.654,0.732,0.443,80.004,-8.359,0.0072,0.414,0.565,0.0576
Put Your Money On Me,0.565,0.905,0.684,126.011,-3.575,0.00101,0.0,0.325,0.057
First Try,0.612,0.409,0.698,78.969,-6.797,0.519,0.0,0.0554,0.0292
X (with 2 Chainz & Saudi),0.768,0.471,0.405,131.023,-8.406,0.0201,0.0,0.268,0.259
Sweet Dreams (Are Made Of This),0.727,0.756,0.874,125.28,-4.766,0.0348,1.47e-05,0.0584,0.029
Wake Up,0.647,0.673,0.527,179.971,-5.992,0.172,0.0,0.223,0.176
Hurt so Good,0.587,0.46,0.806,88.057,-8.759,0.461,4.25e-05,0.257,0.0302
Molletes Y Natas - En Vivo,0.686,0.629,0.385,124.788,-12.275,0.729,0.0,0.718,0.944
Irie,0.651,0.686,0.907,139.951,-6.566,0.202,3.68e-06,0.315,0.0446
Evening Party,0.542,0.341,0.633,102.953,-10.656,0.5,0.0656,0.137,0.0251
Confidence,0.452,0.81,0.439,167.143,-4.748,0.0291,0.0,0.118,0.0422
Hear Me Now (feat. DIAMANTE)[Acoustic],0.514,0.36,0.27,80.53,-7.001,0.179,0.0,0.109,0.0249
Young Volcanoes,0.599,0.853,0.676,94.997,-3.878,0.00123,0.000504,0.37,0.0365
Drop That Kitty (feat. Charli XCX and Tinashe),0.874,0.712,0.585,106.021,-5.667,0.0283,0.0887,0.0824,0.0315
Should've Been Me,0.584,0.799,0.666,183.961,-5.478,0.0147,0.0,0.284,0.179
Having a Baby,0.75,0.565,0.924,99.796,-9.847,0.861,0.0,0.703,0.95
Yo Me La Robé,0.82,0.549,0.266,99.958,-6.514,0.368,0.000115,0.2,0.134
Push,0.649,0.812,0.718,167.098,-6.246,0.0194,0.00969,0.097,0.077
Tied Up,0.726,0.485,0.0945,111.957,-15.62,0.218,0.0095,0.0804,0.317
Ach Basiu,0.609,0.703,0.842,138.426,-7.183,0.00378,8.53e-06,0.0935,0.0274
Heartbreaker,0.896,0.765,0.657,120.003,-7.335,0.153,0.635,0.114,0.0419
Vacation,0.606,0.435,0.376,124.943,-11.458,0.318,0.00482,0.205,0.0614
Lost Without Connection,0.628,0.162,0.264,120.022,-19.974,0.964,0.89,0.0682,0.0364
Nothing Left To Say / Rocks,0.267,0.79,0.0623,108.033,-7.226,0.12,4.59e-05,0.635,0.0472
If I Could Turn Back Time,0.654,0.566,0.527,108.293,-10.313,0.244,0.0,0.123,0.0268
The One (feat. Jada),0.591,0.396,0.516,78.011,-9.684,0.301,4.16e-05,0.109,0.0973
Todo Tiene Su Final (feat. Polaco),0.641,0.593,0.667,84.737,-6.871,0.176,0.0,0.348,0.337
Beloved (When I Survey) - Live,0.168,0.272,0.0826,84.287,-10.779,0.746,1.2e-06,0.164,0.033
Right Now (feat. Njomza and Alex & Alex),0.662,0.72,0.0912,95.97,-5.822,0.00718,5.63e-05,0.149,0.0378
Chanson pour les enfants l'hiver,0.39,0.18,0.749,207.108,-14.069,0.867,0.0,0.124,0.0474
Otra Vida (feat. Cosculluela),0.465,0.736,0.609,191.87,-6.727,0.207,0.0,0.104,0.173
Bicken Back Being Bool,0.56,0.664,0.655,190.024,-7.86,0.291,0.0,0.688,0.567
She Don't Know,0.635,0.68,0.157,110.932,-6.757,0.309,0.0,0.129,0.0456
病床パブリック,0.319,0.978,0.238,77.882,-1.209,0.00253,0.481,0.479,0.071
Click Clack,0.766,0.95,0.48,154.033,-1.701,0.0105,0.708,0.769,0.126
Outrageous Love,0.404,0.601,0.113,149.93,-5.703,0.0513,1.45e-05,0.26,0.0275
"String Quartet No. 5, Sz.102: String Quartet No. 5, Sz.102: I. Allegro",0.393,0.222,0.156,128.87,-14.254,0.967,0.854,0.0609,0.0412
"Piano Concerto No. 3 in D Major, K. 40: II. Andante (After J.G. Eckart, Op. 1 No. 4)",0.267,0.0285,0.113,95.78,-28.258,0.992,0.916,0.124,0.0361
All Mine (feat. MadeinTYO),0.784,0.663,0.392,144.003,-5.088,0.0428,0.0,0.0457,0.0537
Your Betrayal,0.569,0.883,0.373,134.003,-4.41,8.07e-05,7.74e-05,0.0883,0.0747
Put Your Money on Me,0.604,0.768,0.645,123.067,-6.484,0.541,0.0201,0.752,0.0308
Make it Bang,0.78,0.796,0.355,130.036,-7.621,0.0733,0.113,0.12,0.181
Ooh La La - 2015 Remastered Version,0.603,0.494,0.729,147.814,-10.27,0.428,0.000171,0.0894,0.0301
The Equalizer,0.396,0.424,0.0547,139.305,-13.333,0.0612,0.832,0.0916,0.0338
Downbad,0.781,0.656,0.564,142.09,-8.58,0.212,0.0,0.115,0.204
Boom,0.818,0.8,0.169,139.927,-6.24,0.0579,9.89e-05,0.139,0.298
Some Say,0.389,0.872,0.222,162.54,-4.968,0.00237,4.11e-06,0.313,0.103
"Puccini: La bohème, Act 1: ""Sì. Mi chiamano Mimì"" (Mimì, Rodolfo, Schaunard, Colline, Marcello)",0.282,0.0369,0.0367,126.79,-26.97,0.912,0.0,0.0912,0.0535
Taxi,0.416,0.468,0.27,67.713,-11.786,0.093,0.0,0.354,0.0469
Party Of One (feat. Sam Smith),0.354,0.206,0.202,139.056,-11.799,0.779,0.00021,0.0959,0.0365
Came To My Rescue - Live / The Very Best Of Hillsong Live Album Version,0.452,0.517,0.136,81.949,-8.514,0.0508,0.00309,0.183,0.0243
"12 Etudes for piano, Op.8: Etude Op. 8, No. 12 in D-sharp minor",0.316,0.236,0.207,65.892,-17.918,0.959,0.865,0.154,0.0398
All You Had To Do Was Stay,0.602,0.735,0.472,96.969,-5.778,0.00196,4.77e-05,0.105,0.0337
The Noose of Jah City,0.581,0.509,0.0368,109.0,-8.999,0.813,0.0127,0.0874,0.0338
On The Floor,0.726,0.779,0.556,129.973,-5.198,0.107,0.000252,0.098,0.0603
Real Chill,0.842,0.609,0.184,129.942,-5.867,0.0443,0.0,0.106,0.19
I'm Going Away,0.527,0.171,0.664,106.462,-14.512,0.976,0.000545,0.114,0.0353
I Love It (& Lil Pump),0.901,0.522,0.329,104.053,-8.304,0.0114,0.0,0.259,0.33
ATTENTION,0.787,0.312,0.425,119.899,-12.401,0.895,0.0224,0.115,0.0383
Dun Dun,0.845,0.914,0.878,93.038,-4.256,0.34,0.00408,0.246,0.133
I Don't Mind,0.625,0.732,0.931,147.668,-7.332,0.307,0.000509,0.143,0.0567
Dreams / Nightmares,0.732,0.694,0.306,96.045,-6.67,0.523,0.116,0.136,0.0519
"Madama Butterfly, Act I: Act I: Vieni, amor mio! (Pinkerton)",0.3,0.0448,0.0757,131.764,-26.876,0.964,0.000442,0.613,0.0416
クロニクル,0.511,0.928,0.368,100.951,-3.892,0.00883,0.000123,0.121,0.0442
MAD I GOT IT | MAD 1 GOT 1T,0.715,0.57,0.371,107.766,-7.682,0.222,2.32e-06,0.343,0.172
Athens,0.437,0.618,0.732,167.996,-9.863,2.45e-05,0.8,0.133,0.0354
Sticky,0.712,0.846,0.573,120.016,-6.714,0.0339,0.000384,0.106,0.0538
Practice,0.446,0.239,0.31,104.675,-15.327,0.574,7.76e-05,0.12,0.0876
"You Enjoy Myself - Live Version - Clifford Ball, 1994",0.425,0.672,0.228,105.414,-11.114,0.333,0.756,0.701,0.0556
Wasting All My Time,0.795,0.41,0.434,100.015,-7.07,0.297,0.0,0.0742,0.109
I don’t let go,0.797,0.293,0.478,80.035,-7.479,0.591,0.0724,0.148,0.08
Passenger Side,0.585,0.801,0.283,101.987,-5.406,0.00601,8.2e-05,0.0865,0.0995
StarRingChild - Movie Version,0.489,0.889,0.777,163.972,-4.727,0.00877,1.52e-06,0.233,0.0636
New Life,0.762,0.493,0.389,115.356,-6.945,0.0163,0.000225,0.0953,0.0382
Embracing Accusation,0.514,0.439,0.111,108.101,-9.295,0.105,2.05e-05,0.149,0.0315
"Carmen, WD 31, Act I: Sur la place (Live)",0.297,0.101,0.222,105.177,-29.498,0.948,0.968,0.211,0.0479
Off Guard - We5 Remix,0.446,0.772,0.432,117.845,-1.184,0.335,0.0,0.13,0.161
Tension,0.499,0.295,0.138,136.749,-10.679,0.55,0.00529,0.108,0.0325
"You're Never Fully Dressed Without A Smile - From ""Annie""",0.743,0.263,0.569,140.105,-11.018,0.69,0.0,0.0635,0.0591
Let's Argue!,0.623,0.469,0.501,106.836,-12.789,0.673,0.0,0.696,0.939
Animal Tracks,0.338,0.204,0.304,131.31,-14.023,0.723,0.0,0.273,0.0324
Fool's Gold,0.501,0.294,0.191,130.018,-13.375,0.867,0.0068,0.131,0.0302
Pulling Me In,0.333,0.359,0.093,143.937,-9.788,0.349,5.03e-05,0.0721,0.0308
Could It Be,0.655,0.553,0.531,70.033,-6.854,0.0636,1.73e-05,0.126,0.0891
Born Again,0.446,0.0974,0.146,64.068,-14.472,0.95,0.000149,0.0725,0.0319
Bedtime Story,0.636,0.752,0.516,124.964,-5.633,0.128,1.98e-06,0.0916,0.0328
Come Home - Beshken Remix,0.739,0.505,0.192,96.999,-8.064,0.0512,0.62,0.106,0.0402
A & E (Artists & Entertainers),0.763,0.618,0.964,150.082,-12.225,0.0646,0.0,0.128,0.0341
The Bells,0.34,0.476,0.546,115.076,-11.852,0.352,0.0,0.169,0.0452
Gianni Schicchi (Oper in 1 Akt),0.169,0.241,0.0833,174.04,-14.572,0.934,0.000149,0.068,0.0433
God & Guns,0.244,0.643,0.208,79.045,-6.497,0.00696,0.00925,0.0933,0.0427
Round and round (feat. Han Suji),0.603,0.688,0.504,119.99,-5.13,0.757,0.23,0.0718,0.0327
Outlander Main Title Theme (Skye Boat Song) [feat. Raya Yarbrough],0.37,0.266,0.15,138.073,-12.401,0.0194,0.0,0.316,0.0375
Natalie,0.505,0.922,0.31,144.02,-3.873,0.000275,4.65e-06,0.343,0.0777
Must Have Done Something Right,0.563,0.959,0.81,137.942,-3.036,0.0166,0.0,0.13,0.0421
The Bug Spray Incident,0.688,0.416,0.443,111.317,-19.227,0.951,0.0,0.632,0.952
"No Good, Mr Holden",0.349,0.683,0.513,122.68,-5.5,0.19,0.00052,0.0682,0.0357
Biking,0.673,0.463,0.268,147.981,-7.247,0.681,4.9e-06,0.0907,0.191
No One's Easy to Love,0.457,0.884,0.478,167.058,-6.002,0.000236,0.182,0.364,0.0386
When I Go Away,0.636,0.722,0.93,124.158,-6.374,0.44,0.0,0.136,0.0352
Number One Freak,0.559,0.757,0.557,130.403,-4.483,0.363,0.0,0.373,0.257
Deja Quitarte La Ropa,0.831,0.764,0.929,94.013,-6.327,0.0787,0.000173,0.268,0.071
Feeling You,0.644,0.502,0.159,103.987,-9.374,0.665,0.165,0.124,0.0302
Back When I Could Fly,0.526,0.165,0.319,129.006,-17.466,0.818,0.0,0.717,0.0705
ZEZE (feat. Travis Scott & Offset),0.861,0.603,0.504,98.043,-5.788,0.0521,0.0,0.0924,0.176
Had Enough,0.289,0.955,0.252,163.947,-2.76,1.68e-05,3.57e-05,0.152,0.0966
"Rigoletto / Act 1: Giovanna, ho dei rimorsi",0.308,0.13,0.107,80.151,-20.157,0.983,0.000892,0.296,0.0886
Freetime,0.663,0.676,0.586,96.623,-9.164,0.25,0.617,0.102,0.0755
Preset Junkies,0.46,0.955,0.545,151.28,-3.647,0.00729,0.00235,0.343,0.329
Whenever I,0.505,0.739,0.509,96.021,-6.814,0.0038,0.478,0.132,0.0265
You Haunt Me,0.566,0.87,0.567,142.063,-4.098,0.0501,1.8e-05,0.303,0.0629
Suki To Iwareta Hi,0.467,0.925,0.601,169.952,-9.226,0.192,0.101,0.102,0.0532
Go To Sleep,0.612,0.867,0.371,179.728,-2.924,0.00144,0.0,0.329,0.362
"Got Me Wrong - Live at the Majestic Theatre, Brooklyn, NY - April 1996",0.535,0.69,0.293,81.871,-8.956,0.116,0.000113,0.73,0.045
Gold,0.711,0.74,0.638,143.047,-7.776,0.261,0.0114,0.104,0.036
Início,0.449,0.894,0.161,161.012,-8.014,0.000825,0.896,0.0759,0.0879
PINT OF AKORN,0.741,0.567,0.493,139.992,-10.143,0.00266,0.00034,0.125,0.114
Sweaty Knockers,0.344,0.809,0.342,168.397,-5.723,4.39e-05,0.742,0.388,0.0762
On the Rooftop,0.244,0.00645,0.038,67.998,-38.216,0.917,0.921,0.0941,0.0358
Bodies - Remastered 2012,0.401,0.918,0.379,108.297,-8.204,5.01e-06,0.881,0.365,0.0693
I Feel A Sin Comin' On,0.383,0.381,0.39,82.169,-9.126,0.554,3.28e-06,0.0728,0.0545
Marseille (feat. Abd Al Malik),0.434,0.301,0.315,85.82,-15.755,0.768,0.00132,0.241,0.0447
Raw Truth,0.708,0.516,0.583,92.725,-13.127,0.628,0.0,0.567,0.952
With Everything - Live,0.389,0.635,0.0964,137.065,-8.806,0.0239,6.99e-06,0.182,0.0385
Sonnengeflecht,0.363,0.485,0.2,101.055,-17.806,0.771,0.961,0.159,0.0513
Chaghaybou,0.452,0.862,0.423,131.686,-6.667,0.497,0.0327,0.134,0.317
Evil Presence,0.291,0.402,0.0526,73.627,-13.347,0.662,0.0374,0.0846,0.0381
Undone,0.417,0.702,0.303,83.867,-5.347,0.435,0.0,0.0987,0.0326
God With Us - Live,0.451,0.639,0.124,147.936,-6.405,0.00434,2.58e-06,0.217,0.029
Bushmills,0.512,0.81,0.036,131.94,-5.64,2.12e-05,0.808,0.113,0.0377
Blue Clouds,0.63,0.525,0.395,92.077,-10.511,0.0265,0.0,0.152,0.363
Panopticon,0.568,0.651,0.881,89.98,-7.094,0.000814,0.000112,0.0774,0.0394
Dude (Looks Like A Lady),0.537,0.978,0.931,126.343,-2.921,0.417,1.56e-05,0.0374,0.0442
Where the Waves are Highest,0.703,0.714,0.947,100.943,-5.329,0.0649,0.0,0.327,0.0276
陽だまりロードナイト,0.516,0.948,0.388,142.942,-3.228,0.00134,0.0,0.116,0.0604
The Half-Moon,0.136,0.198,0.0579,80.667,-16.508,0.985,0.88,0.211,0.0388
Patterns (lux) - Pt. 9,0.2,0.00147,0.0345,69.02,-36.756,0.877,0.869,0.112,0.0596
Que Se Mueran De Envidia - Remix,0.82,0.761,0.735,110.008,-4.135,0.0856,0.0,0.0519,0.16
Finding It There,0.202,0.00259,0.0364,120.734,-37.124,0.994,0.952,0.12,0.0425
Shackles (Praise You),0.779,0.834,0.8,100.46,-2.773,0.0343,0.0,0.0886,0.162
Hawaiian Wedding Song,0.278,0.141,0.176,101.747,-13.719,0.861,0.002,0.382,0.031
Touched By An Angel,0.605,0.66,0.889,80.982,-5.847,0.322,0.000263,0.109,0.0315
All of Me (with Eddie Heywood & His Orchestra),0.504,0.0644,0.403,106.994,-14.754,0.972,4.36e-06,0.174,0.0408
Chillin,0.759,0.912,0.354,98.936,-2.941,0.0175,0.0,0.331,0.245
This Week,0.891,0.525,0.15,133.126,-7.666,0.00214,0.0,0.0887,0.214
Wimp,0.498,0.403,0.498,102.074,-16.003,0.914,0.905,0.727,0.0485
Next Year - RAC Remix,0.731,0.73,0.397,123.051,-6.728,0.28,0.0,0.088,0.0489
Anybody (feat. Nicki Minaj),0.901,0.472,0.479,120.0,-8.416,0.0381,0.0,0.11,0.194
スラバヤ通りの妹へ,0.578,0.422,0.387,78.46,-9.746,0.43,2.37e-06,0.0391,0.0257
Blaze of Somethin',0.536,0.825,0.779,99.94,-4.724,0.0309,0.0,0.11,0.0623
Asking for a Friend,0.713,0.527,0.445,123.006,-7.512,0.238,7.49e-06,0.111,0.0329
Drug Addiction,0.501,0.623,0.841,165.58,-4.281,0.711,0.0,0.121,0.279
Savages,0.759,0.76,0.731,120.006,-7.199,0.0804,0.0,0.0818,0.0322
Daughter (Remastered),0.615,0.702,0.734,96.99,-9.686,0.00746,0.00431,0.0608,0.0278
O Superman - For Massenet Remastered,0.805,0.0242,0.295,149.038,-20.597,0.957,0.131,0.104,0.0564
Vetements Socks,0.758,0.729,0.326,119.999,-6.282,0.25,0.0,0.196,0.126
Drugs (feat. Wiz Khalifa),0.746,0.573,0.404,74.984,-6.394,0.275,0.0,0.0982,0.155
Home With Her,0.731,0.614,0.508,80.025,-7.525,0.137,1.3e-05,0.151,0.0628
If I Get Drunk Tonight (Remix),0.93,0.621,0.927,95.004,-5.424,0.0144,0.0,0.19,0.215
Ahi Eh,0.703,0.838,0.889,93.005,-5.91,0.242,1.78e-06,0.129,0.0658
Wind Of Change,0.48,0.535,0.293,75.766,-10.232,0.371,0.0,0.0929,0.0324
Walk the Dog (Her Nose Knows),0.675,0.735,0.463,106.157,-6.13,0.251,0.0,0.159,0.0635
Nyepi,0.519,0.724,0.487,136.092,-5.269,0.00349,9.04e-06,0.111,0.0344
Just to See You Smile,0.707,0.618,0.261,89.901,-7.154,0.0508,0.0,0.102,0.142
My Generation,0.458,0.978,0.332,103.823,-2.394,0.00267,2.81e-06,0.119,0.189
Used To,0.899,0.658,0.489,115.016,-7.031,0.523,0.149,0.0909,0.265
Cry Hell,0.447,0.791,0.492,76.426,-4.125,0.0978,0.000111,0.058,0.044
Jumped Out the Whip,0.776,0.766,0.845,97.449,-5.556,0.0478,0.0,0.0475,0.1
Appalachian Spring: VII. Doppio movimento,0.186,0.124,0.248,77.903,-15.271,0.978,0.865,0.111,0.0434
Make A Bag (feat. Moneybagg Yo),0.876,0.543,0.44,140.0,-8.659,0.0468,0.0,0.119,0.323
Strong God,0.44,0.638,0.0846,108.008,-6.886,0.00216,0.0,0.387,0.0382
Tried and Tempted - Live,0.483,0.453,0.198,99.166,-10.356,0.135,0.00262,0.497,0.0404
El Perdedor,0.702,0.73,0.879,173.967,-5.173,0.425,1.25e-06,0.148,0.099
White Hats,0.125,0.319,0.037,179.65,-14.6,0.47,0.936,0.301,0.0309
Asshole,0.377,0.67,0.641,172.307,-10.568,0.593,0.0,0.155,0.233
Back to the World,0.343,0.979,0.501,178.319,-3.979,0.0154,0.0,0.115,0.153
Because It's There,0.29,0.436,0.0656,103.782,-8.555,0.109,5.04e-05,0.116,0.0307
Want to Want Me,0.775,0.68,0.656,114.025,-5.508,0.00906,0.0,0.109,0.0629
Digital Dash,0.881,0.546,0.276,140.032,-7.566,0.00296,4.72e-06,0.226,0.12
"Aida: Or, di Vulcano al tempio muovi",0.452,0.235,0.445,91.677,-20.556,0.98,0.00932,0.339,0.0526
Mercy,0.523,0.455,0.125,136.08,-10.094,0.341,2.02e-05,0.199,0.0298
In the Year 2525 (Exordium & Terminus),0.451,0.62,0.5,123.487,-5.609,0.145,0.0239,0.0677,0.0361
Show Me Love - Radio Version,0.546,0.643,0.706,181.838,-4.069,0.0746,0.0,0.213,0.0437
Better,0.597,0.425,0.309,119.998,-5.513,0.581,0.0,0.1,0.0295
It's Only Love - 2008 Remastered Version,0.666,0.884,0.754,92.005,-5.243,0.506,0.00612,0.0408,0.0429
Hipocrita,0.64,0.934,0.852,124.928,-5.418,0.000538,0.0,0.161,0.0682
Sin Ti,0.757,0.413,0.618,144.933,-9.107,0.272,0.000263,0.243,0.0599
Yahweh,0.545,0.192,0.175,92.047,-13.878,0.955,0.833,0.102,0.0253
Who You Foolin,0.916,0.756,0.756,115.69,-7.653,0.0942,0.0,0.23,0.188
Beguile the Time,0.501,0.897,0.632,133.383,-7.169,0.0105,2.22e-06,0.367,0.0675
Pull Out,0.421,0.98,0.304,109.988,-4.588,5.97e-05,0.641,0.319,0.0706
Transmutation At A Distance,0.171,0.485,0.031,126.237,-14.759,0.142,0.678,0.111,0.0487
Meeting the Others,0.143,0.141,0.0543,103.264,-23.46,0.448,0.713,0.27,0.0456
Shoot Me Straight,0.417,0.685,0.224,98.718,-6.805,0.00389,0.00855,0.103,0.0584
What Am I Gonna Do With You,0.626,0.873,0.896,114.209,-9.462,0.0291,0.0855,0.0857,0.0289
Over my head,0.454,0.924,0.505,150.967,-4.38,0.0694,0.0,0.125,0.0604
I'm an Inchworm (Vocal),0.708,0.296,0.889,124.706,-13.492,0.77,0.0454,0.043,0.0595
Brokenheartsville,0.668,0.65,0.577,103.954,-4.351,0.142,0.000325,0.0956,0.0228
Night Shift,0.48,0.31,0.16,86.149,-7.887,0.312,1.47e-05,0.113,0.0258
heavy metal (feat. Rahzel),0.589,0.914,0.512,129.935,-3.582,0.00119,0.000257,0.361,0.0935
Casimir Pulaski Day,0.686,0.172,0.563,133.899,-14.979,0.909,0.00154,0.286,0.0409
What a Wonderful World,0.333,0.078,0.14,179.639,-19.827,0.931,0.00896,0.104,0.0343
Castaway,0.623,0.761,0.456,99.055,-6.084,0.0223,0.000246,0.39,0.0312
Dakini (Aram Ram's Monsoon Remix),0.813,0.578,0.13,119.826,-9.504,0.096,0.541,0.116,0.0341
Suge,0.876,0.662,0.844,75.445,-6.482,0.0608,0.0,0.127,0.426
Impossible,0.376,0.696,0.303,169.515,-4.785,0.141,0.0,0.11,0.0949
Let's Go To My Crib,0.753,0.65,0.639,93.999,-9.548,0.0116,3.09e-06,0.109,0.0471
I Need Love,0.588,0.353,0.526,84.021,-8.431,0.473,0.0,0.0877,0.0254
Pulling Leaves off Trees,0.376,0.937,0.488,154.014,-2.653,0.000848,0.0,0.14,0.0757
キロン,0.585,0.862,0.314,130.047,-5.153,0.00727,4.74e-05,0.142,0.0368
Eso Que Tu,0.603,0.934,0.911,109.21,-4.576,0.2,0.0,0.083,0.0367
II. Allegro,0.511,0.203,0.631,68.7,-14.908,0.825,0.043,0.0948,0.0491
2012,0.592,0.415,0.339,126.475,-10.019,0.283,0.0,0.0883,0.13
Freesol,0.443,0.727,0.424,74.827,-5.171,0.0987,9.35e-06,0.118,0.0984
Me & You,0.32,0.752,0.885,195.364,-5.607,0.524,4.71e-05,0.396,0.177
"Symphony No. 5 in C Minor, Op. 67: 3. Allegro",0.279,0.0837,0.197,81.506,-20.421,0.935,0.521,0.25,0.0442
"La Favorita, Act IV: Spirto gentil",0.216,0.0876,0.0377,170.181,-22.311,0.973,6.08e-05,0.0606,0.053
Ants Fight Back - Score,0.258,0.244,0.0496,95.476,-15.202,0.703,0.796,0.146,0.0439
Foundation Sound,0.701,0.668,0.404,149.947,-6.398,0.00411,0.714,0.6,0.0554
Running,0.337,0.224,0.192,83.96,-10.972,0.828,1.42e-06,0.102,0.0325
Don't Let Me Down,0.554,0.48,0.886,110.243,-8.486,0.00117,0.000251,0.0725,0.0393
Trouble,0.321,0.425,0.493,173.24,-12.73,0.342,0.000262,0.23,0.0455
Do With It,0.686,0.651,0.364,175.998,-5.597,0.0465,0.0,0.0862,0.264
Only Sequences Change,0.6,0.745,0.371,90.003,-9.827,0.0107,0.804,0.0588,0.0285
Break the Rules,0.676,0.926,0.818,124.019,-2.244,0.0305,0.000658,0.0771,0.0425
Colours,0.529,0.83,0.318,93.933,-5.428,0.0211,0.0,0.0983,0.0397
Just A Little Bit Longer,0.585,0.599,0.789,173.085,-13.536,0.0418,1.62e-05,0.508,0.212
"Symphony No.5 In B Flat, D.485: 1. Allegro",0.373,0.171,0.286,108.203,-16.961,0.971,0.903,0.103,0.033
Jealous,0.589,0.541,0.236,133.97,-10.087,0.122,0.00414,0.0882,0.163
"Andrea Chénier / Act 1: ""Al mio dire perdono""",0.422,0.16,0.149,129.522,-17.641,0.98,4.14e-06,0.213,0.0678
Sexual Saturation,0.547,0.918,0.555,104.062,-4.322,0.752,0.0,0.972,0.8
Tanta Falta Remix,0.851,0.736,0.826,89.983,-3.647,0.198,1.7e-06,0.24,0.0625
"String Quartet No. 14 in G Major, K. 387: I. Allegro vivace assai",0.354,0.0916,0.428,126.424,-17.583,0.972,0.644,0.361,0.0416
Spending Addiction,0.89,0.455,0.663,124.964,-5.938,0.704,0.0,0.101,0.438
Sour Girl,0.394,0.663,0.737,207.575,-6.619,0.0769,0.00644,0.239,0.0295
Deceived,0.717,0.41,0.119,125.95,-4.228,0.365,0.0,0.118,0.062
Round Here,0.537,0.487,0.207,94.094,-9.183,0.165,1.66e-05,0.0817,0.0297
Travlah,0.71,0.61,0.641,153.975,-7.987,0.00197,0.0,0.152,0.131
Sara Smile,0.592,0.397,0.205,150.038,-10.81,0.354,0.000894,0.119,0.0676
A Good Night,0.53,0.707,0.696,109.827,-5.516,0.104,0.0,0.105,0.203
I Think We're Alone Now,0.755,0.727,0.932,130.511,-12.041,0.0295,0.00702,0.0226,0.0488
